"HIT_ID","EVENT_OCCURRED_UTC","APP_NAME","APP_VERSION","CLIENT_ID","SESSION_ID","EVENTNAME"
"342","2024-04-02 04:12:42","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"126","2024-04-02 04:12:51","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","clipEnd"
"127","2024-04-02 04:12:52","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","clipStart"
"128","2024-04-02 04:12:53","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"343","2024-04-02 04:13:02","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"129","2024-04-02 04:13:04","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","clipEnd"
"132","2024-04-02 04:13:04","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","clipStart"
"133","2024-04-02 04:13:14","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"344","2024-04-02 04:13:17","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","clipEnd"
"345","2024-04-02 04:13:17","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","cmPodBegin"
"356","2024-04-02 04:13:32","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","cmPodEnd"
"357","2024-04-02 04:13:32","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","clipStart"
"134","2024-04-02 04:13:34","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"359","2024-04-02 04:13:36","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","clipEnd"
"135","2024-04-02 04:13:54","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"136","2024-04-02 04:14:14","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"137","2024-04-02 04:14:34","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"138","2024-04-02 04:14:54","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"139","2024-04-02 04:15:14","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"140","2024-04-02 04:15:34","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"141","2024-04-02 04:15:54","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"142","2024-04-02 04:16:14","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"143","2024-04-02 04:16:34","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"144","2024-04-02 04:16:54","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"361","2024-04-02 04:17:13","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","clipStart"
"145","2024-04-02 04:17:14","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"362","2024-04-02 04:17:14","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"146","2024-04-02 04:17:34","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"363","2024-04-02 04:17:34","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"147","2024-04-02 04:17:54","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"364","2024-04-02 04:17:54","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"148","2024-04-02 04:18:14","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"365","2024-04-02 04:18:14","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"149","2024-04-02 04:18:34","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"366","2024-04-02 04:18:34","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"150","2024-04-02 04:18:54","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"367","2024-04-02 04:18:54","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"151","2024-04-02 04:19:14","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"368","2024-04-02 04:19:14","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"152","2024-04-02 04:19:34","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"369","2024-04-02 04:19:34","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"153","2024-04-02 04:19:54","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"372","2024-04-02 04:19:54","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"154","2024-04-02 04:20:05","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","clipEnd"
"155","2024-04-02 04:20:05","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","cmPodBegin"
"373","2024-04-02 04:20:14","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"374","2024-04-02 04:20:34","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"375","2024-04-02 04:20:54","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"376","2024-04-02 04:21:14","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"377","2024-04-02 04:21:34","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"378","2024-04-02 04:21:54","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"198","2024-04-02 04:22:06","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","cmPodEnd"
"199","2024-04-02 04:22:06","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","clipStart"
"200","2024-04-02 04:22:14","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
"379","2024-04-02 04:22:14","roku","5.33.5-d1bde25c896954a4820cb95376a0eed925b5a4d9","264dfa50-187d-587f-9127-788ac16ab920","97d312fe-f09b-11ee-819f-a60626682993","heartBeat"
"201","2024-04-02 04:22:34","roku","5.32.3-f150a6d10","23fc660f-8619-56a6-893b-9efc72635dfa","206ea2f0-f0a5-11ee-97cd-967181cad222","heartBeat"
